Year,Month,Day,Quarter,Transect,Station,Depth.m,Lon.E,Lat.N,Type,Temp.C,Sal.ppt,DO.mg.per.l,PH,Chl.a.mg.per.m3,NH3.N.mg.per.l,NO3.N.mg.per.l,NO2.N.mg.per.l,PO4.3.P.mg.per.l,SiO2.Si.mg.l,BOD.mg.per.l,S.S.mg.per.l,Transparensy,Fish.egg.Abun,Fish.larvae.Abun,Crab.larvae.Abun,Shrimp.larvae.Abun,Phytoplankton.Den,Zooplankton.Abun
1998,8,3,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,29.6,31.78,6.39,8.16,0.73,0.01,0.007,0.001,0.009,0.188,0.59,4.44,2.4,705,705,8701,19283,8288,351564
1998,8,3,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,31.3,31.58,6.23,8.17,0.75,0.01,0.009,0.001,0.008,0.209,0.53,4.66,2.2,1563,893,2902,12503,6400,217234
1998,8,3,thirdly,7,7_off,20,120.0738,23.5896,Offshore,31.3,32.13,6.21,8.17,0.81,0.01,0.005,0.001,0.005,0.211,0.48,4.9,2.2,170,57,681,1533,12720,80317
1998,8,3,thirdly,8,8_off,20,120.0414,23.5342,Offshore,30.7,31.74,6.28,8.16,0.84,0.01,0.002,0.001,0.009,0.163,0.42,6.86,2.5,1835,917,11010,22937,31520,410112
1998,11,9,fourthly,2,2_near,10,120.228296,23.851427,Nearshore,25,30.46,6.94,8.14,0.27,0.01,0.033,0.026,0.003,0.744,1.14,23.1,0.5,351,0,234,1256,2280,39872
1998,11,9,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,23.9,30.24,7.32,8.14,0.04,0.01,0.079,0.025,0.009,0.629,1.49,31.5,0.3,34,135,572,1986,1200,140600
1998,11,9,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,24.2,33.19,6.86,8.17,0.17,0.01,0.015,0.023,0.005,0.356,1.08,19.1,0.7,92,61,61,4195,2280,34263
1998,11,9,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,24.1,33.01,7.11,8.2,0.16,0.02,0.02,0.026,0.005,0.403,1.8,14.6,0.8,266,0,931,8776,1880,64288
1998,11,9,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,23.6,33.11,7.07,8.17,0.16,0.01,0.019,0.026,0.003,0.384,0.99,12.2,0.8,272,64,575,2604,1880,28626
1998,11,9,fourthly,7,7_near,10,120.1048,23.573,Nearshore,24.4,32.52,6.8,8.15,0.12,0.07,0.033,0.032,0.003,0.533,1.82,19,0.7,603,402,1579,18202,1480,13781
1998,11,9,fourthly,8,8_near,10,120.0914,23.5054,Nearshore,24.2,32.02,6.96,8.18,0.21,0.06,0.032,0.033,0.01,0.596,0.79,14,0.9,2554,0,1061,796,1120,50606
1998,11,9,fourthly,2,2_off,20,120.2116,23.877288,Offshore,24.7,33.11,6.75,8.18,0.12,0.01,0.017,0.024,0.003,0.367,1,7.5,1.2,0,0,130,1859,1240,17053
1998,11,9,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,24.7,33.52,6.62,8.18,0.04,0.01,0.026,0.012,0.003,0.309,0.46,18.9,0.7,265,153,28,823,1520,15562
1998,11,9,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,24.6,33.64,6.66,8.15,0.19,0.01,0.028,0.009,0.003,0.318,0.7,31.3,0.3,0,204,153,1528,1960,88316
1998,11,9,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,24.6,33.72,6.86,8.16,0.12,0.01,0.032,0.009,0.003,0.32,1.38,29.3,0.3,64,64,64,641,1280,68324
1998,11,9,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,24.1,33.5,6.79,8.15,0.19,0.01,0.033,0.012,0.003,0.337,0.66,20.5,0.7,200,200,67,2668,1400,142325
1998,11,9,fourthly,7,7_off,20,120.0738,23.5896,Offshore,24.4,33.54,6.81,8.16,0.1,0.01,0.034,0.012,0.003,0.327,0.14,20.8,0.7,33,33,66,230,1160,32935
1998,11,9,fourthly,8,8_off,20,120.0414,23.5342,Offshore,23.9,33.29,6.87,8.15,0.15,0.01,0.033,0.014,0.003,0.368,0.93,14.3,0.8,68,0,410,479,1200,94844
1999,2,9,first,2,2_near,10,120.228296,23.851427,Nearshore,20,33.88,7.42,8.16,0.25,0.02,0.009,0.011,0.003,0.128,1.85,16.6,1.4,0,627,1567,10969,5200,403190
1999,2,9,first,3,3_near,10,120.1811944,23.81602778,Nearshore,19.3,33.78,7.6,8.16,0.12,0.02,0.004,0.01,0.003,0.128,1.81,12.3,1.8,30,120,120,2644,2160,85789
1999,2,9,first,4,4_near,10,120.16425,23.75797222,Nearshore,18.9,34.05,7.62,8.17,0.27,0.01,0.004,0.01,0.003,0.128,1.94,21.3,1.2,104,0,486,2082,1800,82724
1999,2,9,first,5,5_near,10,120.1361667,23.71297222,Nearshore,19.1,33.92,7.57,8.17,0.35,0.04,0.006,0.011,0.003,0.129,2.05,11.9,1.9,76,76,1071,6961,1450,184192
1999,2,9,first,6,6_near,10,120.1111667,23.66297222,Nearshore,18.9,34.01,7.61,8.17,0.08,0.04,0.012,0.01,0.003,0.138,1.95,12.2,1.8,271,541,1083,9473,2120,213950
1999,2,9,first,7,7_near,10,120.1048,23.573,Nearshore,20,33.74,7.53,8.15,0.54,0.05,0.012,0.011,0.003,0.139,1.92,14.7,1.5,243,364,1699,8007,1260,239735
1999,2,9,first,8,8_near,10,120.0914,23.5054,Nearshore,18.9,33.98,7.62,8.17,0.6,0.03,0.011,0.011,0.003,0.138,1.82,13.9,1.5,718,239,718,3050,2640,62247
1999,2,9,first,2,2_off,20,120.2116,23.877288,Offshore,19.8,34.3,7.53,8.18,0.12,0.01,0.009,0.011,0.003,0.128,1.78,10.3,2.5,1353,376,526,3158,3400,113159
1999,2,9,first,3,3_off,20,120.1784167,23.81713889,Offshore,20.1,34.27,7.52,8.17,0.27,0.01,0.011,0.012,0.003,0.136,1.17,9.7,2.8,2152,307,1153,2613,2380,147536
1999,2,9,first,4,4_off,20,120.1314722,23.77852778,Offshore,20.1,34.29,7.54,8.18,0.2,0.01,0.007,0.011,0.003,0.136,1.21,11.1,2.2,2238,455,531,2238,1620,100830
1999,2,9,first,5,5_off,20,120.0972778,23.72547222,Offshore,19.6,34.27,7.66,8.17,0.68,0.01,0.007,0.011,0.003,0.136,1.65,5.8,3,1947,229,993,1451,1520,112275
1999,2,9,first,6,6_off,20,120.0914444,23.67297222,Offshore,19.2,34.22,7.64,8.18,0.65,0.01,0.009,0.011,0.003,0.143,1.36,0.3,3.1,1568,70,383,941,1880,42440
1999,2,9,first,7,7_off,20,120.0738,23.5896,Offshore,18.7,34.14,7.67,8.17,0.25,0.01,0.014,0.011,0.003,0.136,1.22,11.1,2.4,6740,1716,1348,2206,1720,161052
1999,2,9,first,8,8_off,20,120.0414,23.5342,Offshore,18.9,34.18,7.77,8.17,0.79,0.01,0.011,0.011,0.003,0.138,1.69,9.8,2.6,3711,757,379,909,1920,112991
1999,5,13,secondly,2,2_near,10,120.228296,23.851427,Nearshore,26.8,26.18,6.85,8.11,0.98,0.02,0.036,0.016,0.007,0.712,0.76,52.93,0.5,187,93,1167,7095,4550,107221
1999,5,13,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,25.8,33.71,6.66,8.13,1.37,0.02,0.012,0.002,0.004,0.04,0.41,27.74,1.5,0,126,1386,3630,7285,35238
1999,5,13,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,25.6,33.93,6.99,8.15,0.69,0.03,0.016,0.001,0.004,0.009,1.4,19.25,1.2,1046,523,10109,193116,4900,592769
1999,5,13,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,25.5,34,6.92,8.15,0.79,0.02,0.08,0.001,0.003,0.008,1.21,20.16,2,5202,16007,10404,188478,19100,1058038
1999,5,13,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,25.3,32.39,6.87,8.18,0.83,0.01,0.015,0.006,0.004,0.024,2.31,22.22,1.5,18913,1455,4728,5819,12150,384440
1999,5,13,secondly,7,7_near,10,120.1048,23.573,Nearshore,25.3,33.72,6.73,8.18,0.72,0.01,0.006,0.001,0.003,0.009,1.34,20.57,3.5,48039,6996,2099,17490,6600,601884
1999,5,13,secondly,8,8_near,10,120.0914,23.5054,Nearshore,25.4,34.14,7.03,8.17,1.03,0.02,0.006,0.001,0.003,0.009,1.31,19.47,3.5,5549,1189,4360,3567,6630,616374
1999,5,13,secondly,2,2_off,20,120.2116,23.877288,Offshore,27.2,28.64,6.76,8.13,0.86,0.01,0.019,0.011,0.007,0.47,0.91,22.65,1,324,0,1621,17117,15245,84483
1999,5,13,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,26.3,33.41,6.69,8.13,0.88,0.01,0.026,0.003,0.004,0.072,0.63,23.18,1.5,207,3005,2694,21762,21600,187566
1999,5,13,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,26.2,33.46,6.61,8.14,0.75,0.01,0.024,0.004,0.003,0.064,0.76,20.55,1.5,648,93,1203,7865,12041,245119
1999,5,13,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,25.6,33.88,6.8,8.14,0.97,0.01,0.02,0.002,0.003,0.036,0.25,23.94,1.5,0,1658,5970,20565,5755,461713
1999,5,13,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,25.7,34.34,6.63,8.17,0.48,0.01,0.009,0.001,0.003,0.03,1.02,26.62,1.5,193,387,2321,7542,3165,441510
1999,5,13,secondly,7,7_off,20,120.0738,23.5896,Offshore,26.1,34.22,6.73,8.17,0.6,0.01,0.019,0.002,0.003,0.032,0.19,21.62,1.5,270,809,2428,2968,2376,363396
1999,5,13,secondly,8,8_off,20,120.0414,23.5342,Offshore,25.7,34.38,6.64,8.16,1.19,0.01,0.012,0.001,0.003,0.009,1.23,19.61,3.5,394,394,525,1246,10045,79767
1999,8,17,thirdly,2,2_near,10,120.228296,23.851427,Nearshore,28.4,32.72,6.49,8.37,0.51,NA,0.034,0.021,NA,0.163,1.23,25.78,1,7737,284,639,2272,1710,30737
1999,8,17,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,28.6,32.24,6.48,8.34,0.65,NA,0.044,0.029,NA,0.154,1.59,46.14,0.9,6991,330,578,1651,5480,35340
1999,8,17,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,28.9,32.21,6.45,8.35,0.75,0.02,0.048,0.023,0.003,0.165,1.54,35.26,1,3026,258,129,354,2340,36798
1999,8,17,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,29.5,31.44,6.42,8.33,2.62,0.01,0.077,0.022,0.002,0.178,1.48,32.58,1.2,11717,211,685,579,4050,41337
1999,8,17,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,29.9,30.44,6.41,8.36,1.56,0.05,0.12,0.027,0.05,0.173,1.51,34.34,0.8,9126,96,320,1633,2030,44160
1999,8,17,thirdly,7,7_near,10,120.1048,23.573,Nearshore,29.8,30.14,6.43,8.34,1.34,0.11,0.15,0.028,0.003,0.178,0.51,33.62,1.1,11998,201,2008,3690,2270,94954
1999,8,17,thirdly,8,8_near,10,120.0914,23.5054,Nearshore,29.4,29.79,6.8,8.34,1.28,0.13,0.14,0.025,0.017,0.42,1.94,33.32,1.1,4086,550,1100,1611,4590,90709
1999,8,17,thirdly,2,2_off,20,120.2116,23.877288,Offshore,28.3,32.77,6.6,8.37,0.55,NA,0.025,0.018,0.011,0.287,1.42,39.58,1.3,5476,583,699,3961,1590,72323
1999,8,17,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,28.3,32.79,6.5,8.35,0.18,NA,0.031,0.023,0.009,0.224,0.81,28.18,1.5,7358,362,1850,3880,1290,51768
1999,8,17,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,28.4,32.55,6.49,8.33,0.65,NA,0.034,0.024,0.026,0.546,0.51,24.36,1.3,2914,49,73,1603,1750,32737
1999,8,17,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,28.5,32.58,6.48,8.35,0.66,NA,0.031,0.017,0.02,0.459,1.44,23.94,1.2,4423,843,281,4283,1820,72039
1999,8,17,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,28.5,32.47,6.48,8.34,0.52,0.02,0.036,0.013,0.02,0.38,0.73,34.04,1.2,4611,209,695,2317,2120,22430
1999,8,17,thirdly,7,7_off,20,120.0738,23.5896,Offshore,28.7,32,6.46,8.35,0.73,0.01,0.054,0.017,0.009,0.212,1.15,28.38,1.3,7691,588,905,2375,1870,32688
1999,8,17,thirdly,8,8_off,20,120.0414,23.5342,Offshore,29.1,30.91,6.44,8.34,1.99,0.03,0.085,0.019,0.009,0.212,1.95,25.38,1.2,10597,288,3794,2433,3160,87472
2000,1,4,fourthly,2,2_near,10,120.228296,23.851427,Nearshore,20,33.27,7.45,7.92,0.36,0.02,0.118,NA,0.0097,0.215,1.53,10.46,1.1,1975,37,2396,585,4025,15984
2000,1,4,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,19.4,33.19,7.72,8.07,0.65,0.08,0.141,6.00E-04,0.0097,0.127,1.03,6.46,1.2,7345,0,3479,538,1065,8420
2000,1,4,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,19.1,33.48,7.7,8.03,0.34,0.02,0.117,NA,0.0113,0.246,1.84,11.98,1.2,1564,16,1919,226,555,8737
2000,1,4,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,19.2,33.12,7.74,8.11,0.7,0.1,0.161,NA,0.0162,0.322,1.39,6.82,0.9,2932,62,2849,353,1240,8774
2000,1,4,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,19,33.24,7.74,8.1,0.48,0.04,0.152,6.00E-04,0.0178,0.299,1.42,12.38,0.9,2477,38,938,225,565,4522
2000,1,4,fourthly,7,7_near,10,120.1048,23.573,Nearshore,19.1,33.17,7.88,8.08,0.67,0.05,0.167,NA,0.0129,0.289,1.61,12.02,0.8,3178,66,2170,210,2220,4662
2000,1,4,fourthly,8,8_near,10,120.0914,23.5054,Nearshore,18,33.44,7.92,8.09,0.09,NA,0.161,6.00E-04,0.0065,0.276,2.41,8.86,1,537,0,121,35,1275,937
2000,1,4,fourthly,2,2_off,20,120.2116,23.877288,Offshore,19.1,33.57,8.19,8.08,0.3,NA,0.097,NA,0.0146,0.274,1.49,4.82,1.6,321,48,4779,1320,220,29684
2000,1,4,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,19.2,33.34,7.54,8,0.34,0.02,0.136,NA,0.0162,0.288,0.9,9.54,1.2,399,27,151,222,1325,8271
2000,1,4,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,21.2,33.93,7.3,8.07,0.43,NA,0.071,NA,0.0081,0.161,0.36,1.82,1.7,210,70,140,421,445,46038
2000,1,4,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,22.6,34.3,7.08,8.11,0.29,NA,0.039,NA,0.0129,0.118,0.89,1.78,4.2,419,299,240,60,5305,174436
2000,1,4,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,23.9,34.36,7.12,8.14,0.27,NA,0.047,NA,0.0129,0.269,0.46,3.04,3.3,591,148,148,74,4545,133248
2000,1,4,fourthly,7,7_off,20,120.0738,23.5896,Offshore,20.6,33.89,7.55,8.11,0.67,NA,0.077,9.00E-04,0.0113,0.177,0.78,1.9,1.3,113,57,57,1075,3555,89604
2000,1,4,fourthly,8,8_off,20,120.0414,23.5342,Offshore,22.8,34.37,7.26,8.17,0.57,NA,0.04,6.00E-04,0.0081,0.107,0.56,1,6.4,650,780,0,260,3605,187312
2000,3,22,first,2,2_near,10,120.228296,23.851427,Nearshore,20.8,33.43,7.38,8.03,0.58,0.05,0.059,0.0152,0.0083,0.381,1.66,11.94,0.8,14740,921,14740,3685,520,1317403
2000,3,22,first,3,3_near,10,120.1811944,23.81602778,Nearshore,21,33.3,7.38,8,0.44,0.03,0.083,0.0172,0.0183,0.425,1.07,12.5,0.8,31915,2816,1877,2816,490,1121707
2000,3,22,first,4,4_near,10,120.16425,23.75797222,Nearshore,20.9,33.28,7.36,8.01,0.54,0.06,0.069,0.0169,0.01,0.403,1.28,14.6,0.8,5914,394,1183,986,665,444556
2000,3,22,first,5,5_near,10,120.1361667,23.71297222,Nearshore,20.9,33.3,7.48,8.01,0.31,0.04,0.065,0.0164,0.01,0.409,1.5,33.52,0.4,3267,700,700,467,250,388078
2000,3,22,first,6,6_near,10,120.1111667,23.66297222,Nearshore,20.7,33.33,7.45,8.02,0.44,0.03,0.063,0.0161,0.01,0.398,1.56,25.94,0.6,14270,2378,0,2378,450,470902
2000,3,22,first,7,7_near,10,120.1048,23.573,Nearshore,20.6,33.24,7.45,8,0.85,0.02,0.087,0.0172,0.01,0.403,1.51,18.22,0.7,481,962,0,3368,1105,506617
2000,3,22,first,8,8_near,10,120.0914,23.5054,Nearshore,20.5,32.75,7.61,7.97,0.66,0.02,0.129,0.0238,0.0067,0.577,1.98,9.74,0.9,23953,2722,2722,8166,910,634203
2000,3,22,first,2,2_off,20,120.2116,23.877288,Offshore,20.9,33.57,7.23,8.05,0.4,NA,0.05,0.0138,0.0083,0.349,1.02,7.62,1.3,11967,1496,0,1995,465,486678
2000,3,22,first,3,3_off,20,120.1784167,23.81713889,Offshore,21.4,33.83,7.13,8.07,0.18,0.01,0.049,0.0109,0.0067,0.294,0.95,7.4,1.4,5326,0,1775,3107,380,445640
2000,3,22,first,4,4_off,20,120.1314722,23.77852778,Offshore,21.6,33.97,7.02,8.09,0.34,NA,0.033,0.0092,0.005,0.245,0.97,8.56,1.1,17415,425,2973,1274,3285,612062
2000,3,22,first,5,5_off,20,120.0972778,23.72547222,Offshore,21.9,34.04,7.34,8.12,0.35,NA,0.033,0.0089,0.0067,0.245,1.29,11.64,0.8,13623,0,1572,2358,355,356559
2000,3,22,first,6,6_off,20,120.0914444,23.67297222,Offshore,21.8,33.96,6.98,8.11,0.45,NA,0.047,0.0106,0.0183,0.272,1.35,9.9,1,3263,1269,7069,1994,445,281322
2000,3,22,first,7,7_off,20,120.0738,23.5896,Offshore,21.1,33.67,7.15,8.1,0.51,NA,0.053,0.0135,0.0067,0.327,1.41,9.54,1,4453,1670,17811,8349,405,773643
2000,3,22,first,8,8_off,20,120.0414,23.5342,Offshore,20,33.25,7.4,8.07,0.94,NA,0.078,0.0184,0.01,0.409,1.31,8.32,1.2,6436,10298,20597,18022,620,1280853
2000,5,5,secondly,2,2_near,10,120.228296,23.851427,Nearshore,26.4,33.05,7.01,8.03,0.63,0.07,0.01,0.0015,0.007,0.177,0.8,45.64,0.5,923,1077,6153,25843,5570,216431
2000,5,5,secondly,3,3_near,10,120.1811944,23.81602778,Nearshore,27.7,8.1,7.42,7.88,1.18,0.26,0.045,0.0098,0.0105,0.115,0.13,81,0.3,1201,1602,29369,18823,765,196104
2000,5,5,secondly,4,4_near,10,120.16425,23.75797222,Nearshore,27.7,33.26,6.64,8.01,0.45,0.08,0.009,0.002,0.0053,0.138,0.59,8.68,1,1040,347,5549,13698,9000,269970
2000,5,5,secondly,5,5_near,10,120.1361667,23.71297222,Nearshore,27.7,33.32,7.03,8.03,0.7,0.09,0.01,0.0013,0.007,0.107,0.64,18.12,0.7,831,831,7206,14688,3385,368042
2000,5,5,secondly,6,6_near,10,120.1111667,23.66297222,Nearshore,27.8,33.41,7.03,8.05,1.93,0.07,0.005,0.0015,0.0053,0.053,0.85,19.16,0.7,964,964,14454,36377,20345,355574
2000,5,5,secondly,7,7_near,10,120.1048,23.573,Nearshore,26.9,33.59,7.14,8.15,1.51,0.09,0.007,5.00E-04,0.0053,0.006,1.03,8.52,1,2898,414,45540,26910,9575,471958
2000,5,5,secondly,8,8_near,10,120.0914,23.5054,Nearshore,25.3,33.51,6.51,8.09,1.94,0.19,0.018,0.0018,0.0105,0.096,1.02,6.24,1.2,50695,328,820,3445,22465,190802
2000,5,5,secondly,2,2_off,20,120.2116,23.877288,Offshore,25.4,33.27,6.82,8.05,0.32,0.01,0.018,0.0018,0.0053,0.143,0.4,10.92,1.4,124,371,9776,5073,4110,215186
2000,5,5,secondly,3,3_off,20,120.1784167,23.81713889,Offshore,25.4,33.22,6.97,8.04,0.74,0.08,0.004,0.0018,0.0053,0.132,0.87,7.12,1.7,454,0,5444,1361,11060,250143
2000,5,5,secondly,4,4_off,20,120.1314722,23.77852778,Offshore,25.4,33.56,6.88,8.06,0.87,0.06,0.012,8.00E-04,0.0035,0.084,0.73,5.08,1.9,301,200,7817,1002,15425,221288
2000,5,5,secondly,5,5_off,20,120.0972778,23.72547222,Offshore,25.8,33.9,6.88,8.07,0.89,0.07,0.007,8.00E-04,0.0035,0.025,0.56,4.64,2,104,104,2395,243,6315,132852
2000,5,5,secondly,6,6_off,20,120.0914444,23.67297222,Offshore,25,34.13,6.88,8.07,0.42,NA,0.01,0.0015,NA,0.048,0.1,8.52,1.7,241,121,844,603,9805,209616
2000,5,5,secondly,7,7_off,20,120.0738,23.5896,Offshore,25.9,34.06,6.77,8.07,0.33,0.06,0.01,5.00E-04,0.0053,0.028,0.46,6.28,1.9,792,704,880,0,9275,123860
2000,5,5,secondly,8,8_off,20,120.0414,23.5342,Offshore,24.9,33.86,6.68,8.08,0.75,0.1,0.009,8.00E-04,0.0053,0.014,0.23,7.12,2,21216,1425,6808,7916,20345,303199
2000,9,6,thirdly,2,2_near,10,120.228296,23.851427,Nearshore,28.3,30.32,6.79,8,0.05,0.04,0.09,0.0223,0.0633,0.629,1.52,126.1,0.1,1569,966,1750,1328,360,75687
2000,9,6,thirdly,3,3_near,10,120.1811944,23.81602778,Nearshore,29.3,32.67,6.39,8.03,0.2,0.12,0.038,0.0183,0.0141,0.228,0.97,12.85,1.1,3250,74,1625,1034,325,72607
2000,9,6,thirdly,4,4_near,10,120.16425,23.75797222,Nearshore,29.4,32.59,6.24,7.58,0.33,0.01,0.055,0.0223,0.0158,0.294,0.53,25.35,0.6,347,99,644,446,1115,49895
2000,9,6,thirdly,5,5_near,10,120.1361667,23.71297222,Nearshore,30.1,32.41,6.44,7.99,0.65,0.03,0.08,0.0323,0.0211,0.337,0.95,12.7,0.8,1012,40,774,476,1105,17208
2000,9,6,thirdly,6,6_near,10,120.1111667,23.66297222,Nearshore,29.8,32.68,6.64,8.01,0.46,NA,0.057,0.0316,0.0158,0.289,0.61,16.4,0.9,599,476,2397,1234,1515,10929
2000,9,6,thirdly,7,7_near,10,120.1048,23.573,Nearshore,30,32.25,6.31,7.99,0.54,0.09,0.075,0.0336,0.0211,0.365,0.52,38,0.3,668,48,3175,1385,1780,14895
2000,9,6,thirdly,8,8_near,10,120.0914,23.5054,Nearshore,29,31.99,6.36,8,0.74,0.09,0.079,0.0261,0.0229,0.377,2.18,9.8,1,16022,3795,31341,19957,1335,17498
2000,9,6,thirdly,2,2_off,20,120.2116,23.877288,Offshore,28.5,30.11,6.73,8.01,0.12,0.04,0.078,0.0233,0.0281,0.649,1.22,70.2,0.2,1624,37,812,517,110,36271
2000,9,6,thirdly,3,3_off,20,120.1784167,23.81713889,Offshore,28.4,32.72,6.4,8,0.24,0.05,0.032,0.0248,0.0176,0.28,1.22,21.65,1,1179,0,1326,884,2400,52059
2000,9,6,thirdly,4,4_off,20,120.1314722,23.77852778,Offshore,28.2,32.87,6.37,8.01,0.33,0.03,0.035,0.018,0.0123,0.231,0.64,16.2,1.4,1006,0,3645,6787,485,222847
2000,9,6,thirdly,5,5_off,20,120.0972778,23.72547222,Offshore,28.1,32.88,6.41,8.01,0.25,0.02,0.052,0.0261,0.0123,0.252,0.7,20.15,1.2,3729,57,326,340,235,17315
2000,9,6,thirdly,6,6_off,20,120.0914444,23.67297222,Offshore,29.3,32.87,6.39,8.01,0.28,NA,0.047,0.0261,0.0141,0.244,0.84,15.3,1.3,3889,264,3295,1483,125,10710
2000,9,6,thirdly,7,7_off,20,120.0738,23.5896,Offshore,29,32.88,6.57,8.03,0.67,0.06,0.051,0.0231,0.0123,0.251,1.67,9.6,1.3,3928,143,1749,1003,1210,9778
2000,9,6,thirdly,8,8_off,20,120.0414,23.5342,Offshore,28.9,32.78,6.59,8.04,0.47,0.03,0.043,0.0168,0.0105,0.237,1.54,8.05,1.7,12993,329,1903,1057,3525,12172
2000,11,15,fourthly,2,2_near,10,120.228296,23.851427,Nearshore,24.4,32.25,6.69,7.88,0.29,NA,0.182,0.0208,0.0277,0.479,0.92,60.35,0.3,50,50,604,6013,795,15877
2000,11,15,fourthly,3,3_near,10,120.1811944,23.81602778,Nearshore,24.1,32.84,6.81,7.91,0.07,0.01,0.187,0.0143,0.0185,0.377,0.58,60.45,0.3,17,17,437,5844,205,3291
2000,11,15,fourthly,4,4_near,10,120.16425,23.75797222,Nearshore,23.9,32.77,6.43,7.92,0.16,0.02,0.186,0.0149,0.0262,0.363,0.42,85.4,0.2,56,28,445,667,600,6142
2000,11,15,fourthly,5,5_near,10,120.1361667,23.71297222,Nearshore,23.9,32.86,6.83,7.91,0.13,0.02,0.182,0.0152,0.0169,0.363,1.04,92.75,0.2,41,81,244,3622,650,24093
2000,11,15,fourthly,6,6_near,10,120.1111667,23.66297222,Nearshore,23.8,32.67,6.56,7.98,0.34,NA,0.194,0.0173,0.0154,0.355,0.32,79.45,0.2,106,53,634,3062,365,24970
2000,11,15,fourthly,7,7_near,10,120.1048,23.573,Nearshore,23.9,32.7,7.13,7.92,0.29,0.01,0.197,0.0211,0.02,0.378,1.03,89.95,0.2,31,62,714,1521,340,22543
2000,11,15,fourthly,8,8_near,10,120.0914,23.5054,Nearshore,26.7,31.82,6.64,7.88,0.61,NA,0.21,0.0325,0.0308,0.534,1.9,58.15,0.5,477,0,440,306,315,610
2000,11,15,fourthly,2,2_off,20,120.2116,23.877288,Offshore,24.4,32.8,6.94,7.89,0.29,NA,0.206,0.017,0.0185,0.388,0.96,57.7,0.4,23,23,604,8086,570,4555
2000,11,15,fourthly,3,3_off,20,120.1784167,23.81713889,Offshore,24,32.71,6.83,7.91,0.31,NA,0.203,0.016,0.0215,0.389,0.75,53.55,0.4,48,48,361,2289,120,17827
2000,11,15,fourthly,4,4_off,20,120.1314722,23.77852778,Offshore,24.1,32.76,6.79,7.93,0.25,NA,0.175,0.0152,0.0262,0.382,0.7,63.8,0.3,0,32,354,547,1200,13651
2000,11,15,fourthly,5,5_off,20,120.0972778,23.72547222,Offshore,24,33.08,6.79,7.97,0.31,NA,0.164,0.0051,0.0169,0.308,0.61,55.9,0.4,114,28,313,7394,460,30969
2000,11,15,fourthly,6,6_off,20,120.0914444,23.67297222,Offshore,24.1,33.01,7.06,7.95,0.41,0.01,0.162,0.0046,0.0154,0.32,0.97,58.7,0.4,191,27,191,2975,515,8651
2000,11,15,fourthly,7,7_off,20,120.0738,23.5896,Offshore,24.3,32.87,6.83,7.95,0.28,0.01,0.144,0.0087,0.0169,0.366,0.83,31.1,0.6,213,35,355,1631,125,4008
2000,11,15,fourthly,8,8_off,20,120.0414,23.5342,Offshore,24.9,31.8,6.71,7.91,0.29,0.01,0.169,0.0165,0.02,0.419,1.53,30.35,0.7,163,36,526,1034,345,1906
2001,2,21,first,2,2_near,10,120.228296,23.851427,Nearshore,22.4,33.92,7.04,8,1.02,NA,0.036,0.014,0.011,0.165,0.36,5.52,0.9,2717,1087,21196,14131,385,309524
2001,2,21,first,3,3_near,10,120.1811944,23.81602778,Nearshore,22.8,34.08,6.95,8.05,0.95,NA,0.023,0.009,0.008,0.123,0.51,6.24,1.1,1325,0,5467,3479,980,193848
2001,2,21,first,4,4_near,10,120.16425,23.75797222,Nearshore,23,34.1,6.98,8.06,1,NA,0.021,0.009,0.007,0.119,0.44,7.08,0.9,1849,925,14178,21575,405,588692
